scheme,domainLength,digitsInDomain,specialInDomain,dotsInDomain,numberDomainSegments,lengthSegmentsRatioDomain,pathLength,digitsInPath,specialInPath,numberQuersSegments,lengthQuerySegRatio,schemeInQuery,longestCharRatio,longestDigitRatio,phishWord,ip,phish
2,16,0,2,2,3,0.3333333333333333,69,4,9,0,0.0,0,0.1505376344086021,0.043010752688172,1,0,1
2,14,10,1,1,2,0.5,21,8,4,0,0.0,0,0.1162790697674418,0.2325581395348837,0,0,1
1,11,0,1,1,2,0.5,201,65,73,0,0.0,0,0.0365296803652968,0.0091324200913242,0,0,1
1,7,4,1,1,2,0.5,20,2,4,0,0.0,0,0.2058823529411764,0.1176470588235294,1,0,1
2,21,0,2,2,3,0.3333333333333333,32,6,5,0,0.0,0,0.2131147540983606,0.0983606557377049,3,0,1
2,13,0,2,1,3,0.3333333333333333,32,2,6,0,0.0,0,0.2264150943396226,0.0377358490566037,0,0,1
1,16,4,1,1,2,0.5,15,5,2,0,0.0,0,0.2105263157894736,0.131578947368421,1,0,1
1,24,0,3,3,4,0.25,26,16,2,1,1.0,1,0.1692307692307692,0.2461538461538461,2,0,1
1,10,0,1,1,2,0.5,17,9,3,0,0.0,0,0.1764705882352941,0.2647058823529412,0,0,1
1,13,0,2,2,3,0.3333333333333333,9,6,3,0,0.0,0,0.2068965517241379,0.1379310344827586,1,0,1
2,16,0,1,1,2,0.5,24,0,4,0,0.0,0,0.25,0.0,1,0,1
1,28,0,2,2,3,0.3333333333333333,6,0,2,1,1.0,1,0.0555555555555555,0.0158730158730158,2,0,1
1,14,0,2,2,3,0.3333333333333333,21,13,4,0,0.0,0,0.1428571428571428,0.119047619047619,0,0,1
2,18,0,1,1,2,0.5,27,0,5,1,1.0,1,0.1842105263157894,0.1842105263157894,1,0,1
1,8,0,1,1,2,0.5,32,0,3,1,1.0,1,0.2105263157894736,0.031578947368421,2,0,1
1,10,0,2,2,3,0.3333333333333333,138,36,43,0,0.0,0,0.0774193548387096,0.0129032258064516,0,0,1
2,12,0,2,2,3,0.3333333333333333,34,6,6,0,0.0,0,0.1481481481481481,0.0555555555555555,1,0,1
1,34,0,2,2,3,0.3333333333333333,47,2,8,0,0.0,0,0.2954545454545454,0.0227272727272727,1,0,1
1,12,2,1,1,2,0.5,43,11,15,0,0.0,0,0.0967741935483871,0.032258064516129,1,0,1
2,10,0,2,2,3,0.3333333333333333,14,0,2,1,1.0,1,0.0797101449275362,0.0434782608695652,0,0,1
1,19,0,3,3,4,0.25,34,0,5,1,1.0,1,0.08,0.04,1,0,1
1,20,0,2,2,3,0.3333333333333333,144,32,21,0,0.0,0,0.0760233918128654,0.1520467836257309,3,0,1
1,21,0,1,1,2,0.5,33,0,5,0,0.0,0,0.2786885245901639,0.0,0,0,1
2,24,0,1,1,2,0.5,16,0,3,1,1.0,1,0.288135593220339,0.0677966101694915,2,0,1
2,17,0,1,1,2,0.5,42,0,8,0,0.0,0,0.1940298507462686,0.0,0,0,1
1,23,0,2,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.4838709677419355,0.0,0,0,1
1,23,0,2,2,3,0.3333333333333333,21,0,4,1,1.0,1,0.1578947368421052,0.0631578947368421,1,0,1
2,17,0,1,1,2,0.5,71,24,23,0,0.0,0,0.1354166666666666,0.0416666666666666,1,0,1
1,17,0,1,1,2,0.5,26,0,5,0,0.0,0,0.26,0.0,1,0,1
1,12,0,1,1,2,0.5,56,13,19,0,0.0,0,0.12,0.0266666666666666,0,0,1
1,7,0,1,1,2,0.5,16,0,2,0,0.0,0,0.3333333333333333,0.0,0,0,1
2,11,0,2,2,3,0.3333333333333333,67,6,10,0,0.0,0,0.1395348837209302,0.0697674418604651,2,0,1
2,18,0,1,1,2,0.5,24,0,5,0,0.0,0,0.28,0.0,2,0,1
1,10,0,1,1,2,0.5,12,0,2,1,1.0,1,0.1029411764705882,0.2941176470588235,0,0,1
2,17,0,3,2,4,0.25,33,0,4,0,0.0,0,0.1724137931034483,0.0,1,0,1
1,19,0,2,2,3,0.3333333333333333,49,8,9,1,1.0,1,0.1392405063291139,0.050632911392405,2,0,1
2,22,0,3,2,4,0.25,41,7,6,0,0.0,0,0.1549295774647887,0.0985915492957746,0,0,1
1,26,0,2,2,3,0.3333333333333333,33,6,6,0,0.0,0,0.1969696969696969,0.0606060606060606,2,0,1
1,15,0,1,1,2,0.5,44,3,8,0,0.0,0,0.1666666666666666,0.0454545454545454,0,0,1
1,10,0,1,1,2,0.5,55,0,9,0,0.0,0,0.1527777777777778,0.0,0,0,1
1,17,0,1,1,2,0.5,26,0,4,0,0.0,0,0.28,0.0,1,0,1
2,18,0,4,2,5,0.2,49,0,6,0,0.0,0,0.1866666666666666,0.0,0,0,1
2,7,2,1,1,2,0.5,204,73,68,0,0.0,0,0.0228310502283105,0.0091324200913242,0,0,1
1,30,0,2,2,3,0.3333333333333333,37,6,7,0,0.0,0,0.2297297297297297,0.054054054054054,2,0,1
1,12,0,1,1,2,0.5,29,0,4,0,0.0,0,0.25,0.0,1,0,1
1,13,0,1,1,2,0.5,15,3,4,0,0.0,0,0.2571428571428571,0.0571428571428571,0,0,1
2,23,0,2,2,3,0.3333333333333333,39,0,6,0,0.0,0,0.1571428571428571,0.0,2,0,1
1,21,2,2,2,3,0.3333333333333333,25,0,6,0,0.0,0,0.1886792452830188,0.0377358490566037,0,0,1
2,17,0,2,1,3,0.3333333333333333,44,0,6,0,0.0,0,0.1739130434782608,0.0,0,0,1
2,27,0,2,1,3,0.3333333333333333,20,0,3,0,0.0,0,0.2181818181818181,0.0,0,0,1
1,14,0,1,1,2,0.5,19,8,3,0,0.0,0,0.25,0.2,0,0,1
1,23,0,2,2,3,0.3333333333333333,6,0,2,0,0.0,0,0.4166666666666667,0.0,2,0,1
1,14,0,1,1,2,0.5,31,6,7,0,0.0,0,0.1538461538461538,0.0769230769230769,3,0,1
1,17,0,2,2,3,0.3333333333333333,24,12,4,0,0.0,0,0.1875,0.1041666666666666,1,0,1
2,10,0,1,1,2,0.5,10,0,2,0,0.0,0,0.2857142857142857,0.0,0,0,1
2,22,0,4,3,5,0.2,1,0,1,0,0.0,0,0.2258064516129032,0.0,1,0,1
1,13,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.2258064516129032,0.1935483870967742,0,0,1
1,14,0,2,2,3,0.3333333333333333,11,0,2,1,1.0,1,0.0555555555555555,0.0185185185185185,0,0,1
2,22,0,2,2,3,0.3333333333333333,92,0,15,0,0.0,0,0.1229508196721311,0.0,1,0,1
1,14,0,2,2,3,0.3333333333333333,28,14,5,0,0.0,0,0.1224489795918367,0.1224489795918367,0,0,1
2,19,0,2,2,3,0.3333333333333333,38,0,4,0,0.0,0,0.1846153846153846,0.0,1,0,1
1,17,0,3,2,4,0.25,41,9,8,0,0.0,0,0.0769230769230769,0.0615384615384615,0,0,1
1,17,0,2,2,3,0.3333333333333333,46,0,3,0,0.0,0,0.3428571428571428,0.0,1,0,1
1,22,0,2,2,3,0.3333333333333333,17,4,2,0,0.0,0,0.217391304347826,0.0869565217391304,0,0,1
2,16,0,1,1,2,0.5,82,0,12,0,0.0,0,0.1320754716981132,0.0,2,0,1
1,23,0,2,2,3,0.3333333333333333,26,6,4,0,0.0,0,0.2142857142857142,0.1071428571428571,0,0,1
2,17,0,2,2,3,0.3333333333333333,18,5,3,0,0.0,0,0.2093023255813953,0.1162790697674418,0,0,1
2,13,0,2,2,3,0.3333333333333333,14,6,3,0,0.0,0,0.1714285714285714,0.1714285714285714,0,0,1
1,17,0,2,2,3,0.3333333333333333,21,4,3,0,0.0,0,0.2222222222222222,0.0888888888888888,0,0,1
1,10,0,1,1,2,0.5,14,3,3,0,0.0,0,0.1935483870967742,0.0967741935483871,1,0,1
1,11,0,1,1,2,0.5,20,3,4,0,0.0,0,0.1842105263157894,0.0526315789473684,0,0,1
1,19,0,2,2,3,0.3333333333333333,59,0,7,0,0.0,0,0.1647058823529411,0.0,1,0,1
1,41,0,3,2,4,0.25,32,0,4,0,0.0,0,0.3,0.0,0,0,1
1,15,0,2,2,3,0.3333333333333333,29,0,5,0,0.0,0,0.196078431372549,0.0,0,0,1
1,18,0,2,2,3,0.3333333333333333,7,6,1,0,0.0,0,0.3125,0.1875,1,0,1
2,18,0,2,2,3,0.3333333333333333,18,0,3,0,0.0,0,0.2272727272727272,0.0,0,0,1
1,16,0,2,1,3,0.3333333333333333,33,2,6,0,0.0,0,0.1607142857142857,0.0357142857142857,2,0,1
1,28,0,2,2,3,0.3333333333333333,50,8,9,0,0.0,0,0.2352941176470588,0.0470588235294117,2,0,1
2,24,0,4,2,5,0.2,31,1,6,0,0.0,0,0.1269841269841269,0.0158730158730158,1,0,1
2,20,0,3,3,4,0.25,30,0,5,0,0.0,0,0.1724137931034483,0.0,1,0,1
1,15,0,3,3,4,0.25,22,0,4,0,0.0,0,0.1136363636363636,0.0,0,0,1
2,14,0,1,1,2,0.5,14,0,3,0,0.0,0,0.2777777777777778,0.0,1,0,1
2,15,0,2,2,3,0.3333333333333333,26,0,6,0,0.0,0,0.2040816326530612,0.0,1,0,1
2,31,3,2,2,3,0.3333333333333333,35,0,6,0,0.0,0,0.2567567567567567,0.0405405405405405,2,0,1
1,28,1,4,3,5,0.2,0,0,0,0,0.0,0,0.3428571428571428,0.0285714285714285,0,0,1
2,17,0,3,3,4,0.25,32,10,5,0,0.0,0,0.1228070175438596,0.175438596491228,1,0,1
1,15,0,2,2,3,0.3333333333333333,28,10,6,0,0.0,0,0.14,0.08,1,0,1
1,27,0,4,4,5,0.2,9,0,2,1,1.0,1,0.1475409836065573,0.0163934426229508,0,0,1
2,25,0,3,3,4,0.25,15,0,3,1,1.0,1,0.0979020979020979,0.0139860139860139,2,0,1
2,10,0,2,1,3,0.3333333333333333,46,8,9,0,0.0,0,0.15625,0.046875,0,0,1
2,14,0,2,1,3,0.3333333333333333,56,7,8,0,0.0,0,0.1538461538461538,0.0641025641025641,1,0,1
1,32,0,2,2,3,0.3333333333333333,48,6,10,0,0.0,0,0.2183908045977011,0.0459770114942528,4,0,1
1,25,0,2,2,3,0.3333333333333333,10,0,2,2,0.5,1,0.2179487179487179,0.0256410256410256,1,0,1
2,19,0,2,2,3,0.3333333333333333,7,0,2,5,0.2,1,0.1145833333333333,0.0104166666666666,2,0,1
2,12,0,2,2,3,0.3333333333333333,13,0,2,1,1.0,1,0.1481481481481481,0.0555555555555555,0,0,1
2,7,0,1,1,2,0.5,382,127,132,0,0.0,0,0.0125944584382871,0.0151133501259445,1,0,1
2,16,0,2,2,3,0.3333333333333333,35,0,5,0,0.0,0,0.2203389830508474,0.0,0,0,1
2,19,0,2,2,3,0.3333333333333333,9,0,2,0,0.0,0,0.3055555555555556,0.0,1,0,1
2,20,0,2,2,3,0.3333333333333333,76,22,24,0,0.0,0,0.1153846153846153,0.0192307692307692,2,0,1
2,18,0,2,2,3,0.3333333333333333,31,0,4,0,0.0,0,0.1929824561403508,0.0,1,0,1
1,26,0,3,3,4,0.25,16,11,5,2,0.5,1,0.2285714285714285,0.0571428571428571,1,0,1
2,23,0,2,2,3,0.3333333333333333,33,4,5,0,0.0,0,0.234375,0.0625,2,0,1
1,17,0,2,2,3,0.3333333333333333,20,0,3,1,1.0,1,0.1162790697674418,0.0813953488372093,2,0,1
1,17,0,2,2,3,0.3333333333333333,22,0,5,1,1.0,1,0.079646017699115,0.0619469026548672,2,0,1
1,16,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.2307692307692307,0.0512820512820512,1,0,1
2,15,0,2,2,3,0.3333333333333333,40,0,5,0,0.0,0,0.2222222222222222,0.0,0,0,1
2,12,1,2,2,3,0.3333333333333333,19,5,4,0,0.0,0,0.1282051282051282,0.1282051282051282,2,0,1
2,29,0,2,2,3,0.3333333333333333,38,0,4,0,0.0,0,0.3066666666666666,0.0,3,0,1
1,16,0,2,2,3,0.3333333333333333,23,0,3,1,1.0,1,0.1098901098901098,0.0659340659340659,0,0,1
2,19,0,1,1,2,0.5,12,8,4,0,0.0,0,0.3846153846153846,0.1025641025641025,0,0,1
2,9,0,1,1,2,0.5,28,6,5,0,0.0,0,0.1777777777777777,0.0888888888888888,0,0,1
1,20,0,2,1,3,0.3333333333333333,10,3,3,0,0.0,0,0.2972972972972973,0.081081081081081,2,0,1
1,17,0,1,1,2,0.5,9,0,2,1,1.0,1,0.1830985915492957,0.056338028169014,0,0,1
1,18,9,2,2,3,0.3333333333333333,12,0,2,1,1.0,1,0.0833333333333333,0.0833333333333333,0,0,1
2,12,0,2,2,3,0.3333333333333333,25,0,5,2,0.5,1,0.1145833333333333,0.0520833333333333,0,0,1
2,21,0,3,2,4,0.25,39,8,10,0,0.0,0,0.1029411764705882,0.0588235294117647,2,0,1
2,12,0,2,2,3,0.3333333333333333,16,0,3,0,0.0,0,0.1944444444444444,0.0,0,0,1
1,19,0,2,2,3,0.3333333333333333,28,9,6,0,0.0,0,0.2037037037037037,0.074074074074074,1,0,1
1,23,0,2,1,3,0.3333333333333333,1,0,1,0,0.0,0,0.3870967741935484,0.0,0,0,1
2,15,0,1,1,2,0.5,27,3,6,0,0.0,0,0.22,0.04,2,0,1
2,15,0,1,1,2,0.5,24,0,4,0,0.0,0,0.2553191489361702,0.0,1,0,1
2,14,0,3,3,4,0.25,45,24,3,1,1.0,1,0.1216216216216216,0.1081081081081081,1,0,1
1,23,0,3,3,4,0.25,21,10,4,0,0.0,0,0.196078431372549,0.1372549019607843,2,0,1
1,18,0,1,1,2,0.5,29,0,4,1,1.0,1,0.1443298969072164,0.0412371134020618,3,0,1
2,17,0,2,2,3,0.3333333333333333,14,0,2,1,1.0,1,0.1363636363636363,0.0,1,0,1
1,12,1,2,2,3,0.3333333333333333,44,22,3,0,0.0,0,0.0793650793650793,0.0952380952380952,0,0,1
2,10,6,2,1,3,0.3333333333333333,40,7,10,0,0.0,0,0.0862068965517241,0.0689655172413793,0,0,1
1,28,0,2,2,3,0.3333333333333333,37,6,6,0,0.0,0,0.2638888888888889,0.0555555555555555,2,0,1
1,16,0,2,2,3,0.3333333333333333,13,0,3,0,0.0,0,0.1944444444444444,0.0,1,0,1
1,19,4,2,2,3,0.3333333333333333,44,14,14,0,0.0,0,0.0857142857142857,0.0571428571428571,1,0,1
1,19,0,1,1,2,0.5,78,4,17,0,0.0,0,0.1442307692307692,0.0384615384615384,0,0,1
2,14,0,1,1,2,0.5,76,1,13,0,0.0,0,0.1020408163265306,0.010204081632653,2,0,1
2,11,0,1,1,2,0.5,24,8,5,0,0.0,0,0.1627906976744186,0.1395348837209302,0,0,1
2,16,0,1,1,2,0.5,28,0,5,0,0.0,0,0.2307692307692307,0.0,1,0,1
1,19,0,3,3,4,0.25,17,0,3,1,1.0,1,0.086021505376344,0.032258064516129,3,0,1
1,28,1,2,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.3055555555555556,0.0277777777777777,0,0,1
1,12,0,3,3,4,0.25,19,10,3,0,0.0,0,0.1578947368421052,0.1578947368421052,0,0,1
2,19,0,3,3,4,0.25,24,0,2,10,0.1,1,0.0303030303030303,0.0110192837465564,3,0,1
2,16,0,3,2,4,0.25,27,2,6,0,0.0,0,0.0980392156862745,0.0392156862745098,2,0,1
1,10,0,1,1,2,0.5,18,6,3,0,0.0,0,0.1714285714285714,0.1714285714285714,0,0,1
2,12,3,1,1,2,0.5,66,0,10,0,0.0,0,0.1511627906976744,0.0348837209302325,0,0,1
2,10,0,2,1,3,0.3333333333333333,198,68,68,0,0.0,0,0.0324074074074074,0.0092592592592592,0,0,1
2,15,0,2,2,3,0.3333333333333333,25,6,3,0,0.0,0,0.1458333333333333,0.125,1,0,1
1,9,0,1,1,2,0.5,45,0,9,0,0.0,0,0.1311475409836065,0.0,1,0,1
2,18,0,2,2,3,0.3333333333333333,9,0,2,7,0.1428571428571428,1,0.0780141843971631,0.0283687943262411,0,0,1
2,10,0,1,1,2,0.5,16,0,4,0,0.0,0,0.1764705882352941,0.0,0,0,1
2,25,0,3,2,4,0.25,41,1,7,0,0.0,0,0.2027027027027027,0.0135135135135135,0,0,1
2,11,0,1,1,2,0.5,206,68,72,0,0.0,0,0.0311111111111111,0.0177777777777777,0,0,1
1,15,0,2,2,3,0.3333333333333333,31,0,4,2,0.5,1,0.1875,0.078125,1,0,1
2,21,0,2,2,3,0.3333333333333333,38,3,6,0,0.0,0,0.208955223880597,0.044776119402985,2,0,1
2,8,1,1,1,2,0.5,7,0,2,0,0.0,0,0.217391304347826,0.0434782608695652,2,0,1
2,21,0,3,3,4,0.25,28,0,5,0,0.0,0,0.175438596491228,0.0,0,0,1
1,17,3,1,1,2,0.5,51,0,9,0,0.0,0,0.1333333333333333,0.04,1,0,1
1,22,0,1,1,2,0.5,108,0,23,0,0.0,0,0.1386861313868613,0.0,0,0,1
2,34,1,2,2,3,0.3333333333333333,46,9,8,0,0.0,0,0.2272727272727272,0.0454545454545454,3,0,1
1,10,0,1,1,2,0.5,10,0,2,3,0.3333333333333333,1,0.109090909090909,0.0545454545454545,1,0,1
2,22,0,3,3,4,0.25,50,0,7,0,0.0,0,0.1375,0.0,0,0,1
1,18,0,3,2,4,0.25,36,8,12,0,0.0,0,0.1147540983606557,0.0327868852459016,0,0,1
2,26,0,2,2,3,0.3333333333333333,19,0,3,0,0.0,0,0.3396226415094339,0.0,1,0,1
2,22,1,2,2,3,0.3333333333333333,24,0,3,0,0.0,0,0.2407407407407407,0.0185185185185185,0,0,1
1,12,0,2,2,3,0.3333333333333333,39,5,8,0,0.0,0,0.1206896551724138,0.0517241379310344,0,0,1
1,12,0,2,2,3,0.3333333333333333,16,5,3,0,0.0,0,0.1428571428571428,0.1428571428571428,1,0,1
1,25,0,3,3,4,0.25,21,0,3,1,1.0,1,0.1171171171171171,0.045045045045045,1,0,1
1,13,0,1,1,2,0.5,1,0,1,0,0.0,0,0.4285714285714285,0.0,0,0,1
1,22,1,2,2,3,0.3333333333333333,10,0,2,1,1.0,1,0.2391304347826087,0.0652173913043478,0,0,1
1,9,0,2,2,3,0.3333333333333333,8,0,2,1,1.0,1,0.0612244897959183,0.1020408163265306,0,0,1
1,17,0,1,1,2,0.5,17,0,4,0,0.0,0,0.3170731707317073,0.0,0,0,1
2,25,0,3,2,4,0.25,33,6,6,0,0.0,0,0.1515151515151515,0.0303030303030303,1,0,1
1,21,0,3,3,4,0.25,10,0,2,1,1.0,1,0.2222222222222222,0.0666666666666666,0,0,1
2,12,0,1,1,2,0.5,10,1,4,0,0.0,0,0.3,0.0333333333333333,0,0,1
2,10,0,2,2,3,0.3333333333333333,37,5,6,0,0.0,0,0.1818181818181818,0.0909090909090909,0,0,1
1,16,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.3125,0.0625,1,0,1
1,17,0,2,2,3,0.3333333333333333,50,6,8,3,0.3333333333333333,1,0.0539215686274509,0.0637254901960784,0,0,1
1,20,0,3,2,4,0.25,10,4,2,0,0.0,0,0.1621621621621621,0.1081081081081081,0,0,1
1,19,0,3,2,4,0.25,23,0,4,0,0.0,0,0.1428571428571428,0.0,0,0,1
2,19,0,2,2,3,0.3333333333333333,27,5,7,0,0.0,0,0.1296296296296296,0.074074074074074,0,0,1
2,20,0,2,1,3,0.3333333333333333,37,0,5,6,0.1666666666666666,1,0.0521739130434782,0.0434782608695652,1,0,1
2,14,0,1,1,2,0.5,41,0,7,0,0.0,0,0.1587301587301587,0.0,1,0,1
2,18,0,2,1,3,0.3333333333333333,65,8,13,0,0.0,0,0.1098901098901098,0.0439560439560439,0,0,1
1,12,0,2,2,3,0.3333333333333333,14,0,3,1,1.0,1,0.0714285714285714,0.0571428571428571,2,0,1
1,20,0,2,2,3,0.3333333333333333,21,0,4,0,0.0,0,0.25,0.0,0,0,1
1,9,0,1,1,2,0.5,7,0,2,1,1.0,1,0.2,0.1,0,0,1
2,25,0,1,1,2,0.5,40,0,9,0,0.0,0,0.2876712328767123,0.0,0,0,1
2,19,0,2,2,3,0.3333333333333333,23,2,5,0,0.0,0,0.22,0.04,2,0,1
1,9,0,2,2,3,0.3333333333333333,34,6,6,0,0.0,0,0.12,0.04,1,0,1
2,13,0,2,2,3,0.3333333333333333,33,3,4,0,0.0,0,0.2777777777777778,0.0555555555555555,0,0,1
2,8,0,1,1,2,0.5,7,1,1,0,0.0,0,0.217391304347826,0.0434782608695652,0,0,1
1,25,0,2,2,3,0.3333333333333333,11,0,3,0,0.0,0,0.2790697674418604,0.0,1,0,1
1,20,0,3,2,4,0.25,1,0,1,1,1.0,1,0.2432432432432432,0.1621621621621621,1,0,1
1,15,0,2,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.3043478260869565,0.0,1,0,1
2,17,0,1,1,2,0.5,31,0,6,0,0.0,0,0.2321428571428571,0.0,1,0,1
2,19,0,1,1,2,0.5,17,0,3,1,1.0,1,0.2941176470588235,0.0588235294117647,2,0,1
1,13,0,3,2,4,0.25,19,0,3,1,1.0,1,0.1463414634146341,0.073170731707317,1,0,1
2,25,0,1,1,2,0.5,76,0,12,0,0.0,0,0.1926605504587156,0.0,3,0,1
1,18,0,2,1,3,0.3333333333333333,14,0,2,0,0.0,0,0.3076923076923077,0.0,0,0,1
1,15,0,1,1,2,0.5,154,48,54,0,0.0,0,0.0681818181818181,0.0227272727272727,0,0,1
2,17,0,1,1,2,0.5,12,0,4,0,0.0,0,0.3513513513513513,0.0,2,0,1
1,15,3,2,2,3,0.3333333333333333,55,0,7,0,0.0,0,0.1298701298701298,0.0389610389610389,1,0,1
1,31,0,2,2,3,0.3333333333333333,38,12,7,0,0.0,0,0.1842105263157894,0.0526315789473684,0,0,1
1,19,0,2,2,3,0.3333333333333333,17,3,3,0,0.0,0,0.2558139534883721,0.0697674418604651,1,0,1
1,17,0,1,1,2,0.5,61,3,7,0,0.0,0,0.2117647058823529,0.0235294117647058,1,0,1
2,13,0,2,2,3,0.3333333333333333,4,0,1,11,0.0909090909090909,1,0.0818965517241379,0.0043103448275862,3,0,1
1,19,0,2,2,3,0.3333333333333333,10,4,2,0,0.0,0,0.3055555555555556,0.1111111111111111,1,0,1
2,12,0,1,1,2,0.5,24,0,5,1,1.0,1,0.0737704918032786,0.0327868852459016,0,0,1
1,24,0,3,2,4,0.25,49,6,9,0,0.0,0,0.125,0.05,1,0,1
1,15,0,1,1,2,0.5,44,4,8,0,0.0,0,0.1818181818181818,0.0606060606060606,0,0,1
2,15,0,3,2,4,0.25,36,12,10,0,0.0,0,0.1186440677966101,0.1016949152542373,1,0,1
1,23,0,1,1,2,0.5,3,1,1,0,0.0,0,0.5757575757575758,0.0303030303030303,0,0,1
1,17,0,2,2,3,0.3333333333333333,34,0,5,0,0.0,0,0.1724137931034483,0.0,0,0,1
2,13,0,2,2,3,0.3333333333333333,9,0,2,0,0.0,0,0.2333333333333333,0.0,0,0,1
1,22,0,2,2,3,0.3333333333333333,22,4,4,0,0.0,0,0.2745098039215686,0.0784313725490196,2,0,1
2,21,0,2,2,3,0.3333333333333333,118,5,19,0,0.0,0,0.0816326530612244,0.0340136054421768,1,0,1
2,13,0,2,2,3,0.3333333333333333,85,0,11,0,0.0,0,0.1132075471698113,0.0,1,0,1
2,15,0,3,3,4,0.25,28,0,5,0,0.0,0,0.1372549019607843,0.0,2,0,1
2,17,0,3,3,4,0.25,57,0,9,0,0.0,0,0.1219512195121951,0.0,3,0,1
1,14,0,2,2,3,0.3333333333333333,24,8,5,0,0.0,0,0.1555555555555555,0.0888888888888888,1,0,1
2,18,0,2,2,3,0.3333333333333333,68,6,12,0,0.0,0,0.1063829787234042,0.0425531914893617,3,0,1
1,17,0,1,1,2,0.5,11,0,3,0,0.0,0,0.3714285714285714,0.0,1,0,1
1,22,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.3783783783783784,0.1081081081081081,0,0,1
1,23,0,3,3,4,0.25,10,0,2,1,1.0,1,0.0818181818181818,0.009090909090909,0,0,1
2,27,0,2,2,3,0.3333333333333333,15,5,4,0,0.0,0,0.4,0.08,0,0,1
1,31,0,1,1,2,0.5,47,8,8,0,0.0,0,0.3176470588235294,0.0470588235294117,0,0,1
1,14,0,2,2,3,0.3333333333333333,4,0,1,7,0.1428571428571428,1,0.0947368421052631,0.031578947368421,2,0,1
1,11,0,1,1,2,0.5,17,1,4,0,0.0,0,0.2,0.0285714285714285,2,0,1
1,15,0,2,2,3,0.3333333333333333,71,7,11,0,0.0,0,0.1182795698924731,0.053763440860215,5,0,1
2,21,0,2,2,3,0.3333333333333333,27,1,4,0,0.0,0,0.2321428571428571,0.0178571428571428,3,0,1
1,9,0,1,1,2,0.5,64,0,9,0,0.0,0,0.125,0.0,1,0,1
2,18,0,2,2,3,0.3333333333333333,14,0,3,1,1.0,1,0.1111111111111111,0.0,3,0,1
1,25,0,3,3,4,0.25,51,6,11,0,0.0,0,0.1686746987951807,0.0481927710843373,1,0,1
2,27,0,2,2,3,0.3333333333333333,56,0,10,0,0.0,0,0.2087912087912088,0.0,2,0,1
1,28,0,3,2,4,0.25,12,8,4,0,0.0,0,0.1914893617021276,0.0851063829787234,1,0,1
1,19,0,2,2,3,0.3333333333333333,36,7,7,0,0.0,0,0.1774193548387097,0.064516129032258,0,0,1
2,21,0,2,2,3,0.3333333333333333,63,8,11,0,0.0,0,0.1413043478260869,0.0434782608695652,1,0,1
1,28,1,2,2,3,0.3333333333333333,12,0,2,0,0.0,0,0.4468085106382978,0.0212765957446808,1,0,1
1,19,0,3,2,4,0.25,23,0,5,1,1.0,1,0.0672268907563025,0.0084033613445378,3,0,1
1,14,1,1,1,2,0.5,17,4,3,0,0.0,0,0.2368421052631578,0.1052631578947368,0,0,1
1,12,0,1,1,2,0.5,20,5,3,0,0.0,0,0.2051282051282051,0.1282051282051282,1,0,1
1,20,0,2,2,3,0.3333333333333333,10,0,2,1,1.0,1,0.2307692307692307,0.0769230769230769,0,0,1
1,21,0,1,1,2,0.5,1,0,1,1,1.0,1,0.3541666666666667,0.0833333333333333,1,0,1
2,16,0,2,2,3,0.3333333333333333,65,0,8,0,0.0,0,0.146067415730337,0.0,2,0,1
1,22,3,3,3,4,0.25,21,3,4,0,0.0,0,0.16,0.06,0,0,1
1,28,2,7,1,4,0.25,18,3,3,0,0.0,0,0.2075471698113207,0.0566037735849056,0,0,1
2,14,0,2,2,3,0.3333333333333333,25,0,4,0,0.0,0,0.1489361702127659,0.0,1,0,1
1,19,0,2,2,3,0.3333333333333333,26,2,2,0,0.0,0,0.4230769230769231,0.0384615384615384,0,0,1
2,7,0,1,1,2,0.5,78,0,9,0,0.0,0,0.1827956989247312,0.0,4,0,1
1,15,3,2,2,3,0.3333333333333333,15,0,4,0,0.0,0,0.1081081081081081,0.081081081081081,0,0,1
2,16,0,2,2,3,0.3333333333333333,91,9,13,0,0.0,0,0.1043478260869565,0.0782608695652174,3,0,1
1,14,0,2,1,3,0.3333333333333333,17,14,3,0,0.0,0,0.2105263157894736,0.2105263157894736,0,0,1
1,17,0,3,3,4,0.25,6,0,1,0,0.0,0,0.2,0.0,0,0,1
2,14,0,2,2,3,0.3333333333333333,18,0,4,0,0.0,0,0.2,0.0,0,0,1
1,20,0,2,2,3,0.3333333333333333,60,13,13,0,0.0,0,0.1379310344827586,0.057471264367816,1,0,1
2,17,0,2,2,3,0.3333333333333333,37,7,5,3,0.3333333333333333,1,0.0472972972972973,0.0405405405405405,5,0,1
2,25,0,2,2,3,0.3333333333333333,62,0,8,3,0.3333333333333333,1,0.1395348837209302,0.0465116279069767,1,0,1
1,13,0,2,2,3,0.3333333333333333,23,8,3,0,0.0,0,0.1860465116279069,0.1860465116279069,0,0,1
2,20,0,2,2,3,0.3333333333333333,46,5,7,0,0.0,0,0.1621621621621621,0.054054054054054,1,0,1
